user_id,subscription_start_date,subscription_end_date,plan_type,is_churned,mrr
U02063,2024-04-04,,free,False,0.0
U02064,2024-02-20,2024-04-20,free,True,0.0
U02065,2024-01-20,,free,False,0.0
U02066,2023-05-17,2023-09-14,enterprise,True,199.0
U02067,2023-07-14,2025-01-04,pro,True,49.0
U02068,2024-01-26,2024-02-25,free,True,0.0
U02069,2023-06-07,2023-09-05,free,True,0.0
U02070,2023-08-26,2025-02-16,enterprise,True,199.0
U02071,2024-02-07,,free,False,0.0
U02072,2024-06-25,,free,False,0.0
U02073,2023-05-28,2023-08-26,pro,True,49.0
U02074,2023-08-29,2024-04-25,pro,True,49.0
U02075,2023-01-04,2023-04-04,free,True,0.0
U02076,2023-01-24,,free,False,0.0
U02077,2023-12-12,2025-06-04,pro,True,49.0
U02078,2024-04-19,,free,False,0.0
U02079,2024-03-20,2024-11-15,pro,True,49.0
U02080,2024-06-28,,free,False,0.0
U02081,2024-01-24,,free,False,0.0
U02082,2023-08-24,,free,False,0.0
U02083,2023-09-16,2024-01-14,enterprise,True,199.0
U02084,2024-04-20,2025-06-14,pro,True,49.0
U02085,2024-01-04,2025-06-27,pro,True,49.0
U02086,2023-06-08,,free,False,0.0
U02087,2023-12-03,2024-02-01,pro,True,49.0
U02088,2023-09-03,2024-06-29,pro,True,49.0
U02089,2023-06-24,2024-12-15,free,True,0.0
U02090,2023-03-31,2023-08-28,enterprise,True,199.0
U02091,2024-03-29,2024-06-27,pro,True,49.0
U02092,2023-02-26,2023-04-27,enterprise,True,199.0
U02093,2023-11-02,2024-01-31,pro,True,49.0
U02094,2023-08-19,2025-02-09,enterprise,True,199.0
U02095,2023-03-19,2023-08-16,enterprise,True,199.0
U02096,2023-05-13,2024-02-07,free,True,0.0
U02097,2023-02-17,2023-08-16,enterprise,True,199.0
U02098,2024-05-28,2024-07-27,free,True,0.0
U02099,2023-03-19,2023-08-16,pro,True,49.0
U02100,2023-10-13,2024-02-10,pro,True,49.0
U02101,2023-03-09,2023-05-08,pro,True,49.0
U02102,2024-03-11,2024-09-07,pro,True,49.0
U02103,2024-04-08,2025-04-03,free,True,0.0
U02104,2023-08-28,,free,False,0.0
U02105,2023-08-11,,free,False,0.0
U02106,2023-02-27,,free,False,0.0
U02107,2023-07-08,2024-02-03,pro,True,49.0
U02108,2024-05-30,,free,False,0.0
U02109,2023-10-24,,free,False,0.0
U02110,2023-08-28,,free,False,0.0
U02111,2023-12-25,2025-02-17,free,True,0.0
U02112,2023-12-20,2024-09-15,enterprise,True,199.0
U02113,2023-09-25,2025-03-18,enterprise,True,199.0
U02114,2023-11-06,,free,False,0.0
U02115,2023-07-20,2024-08-13,pro,True,49.0
U02116,2024-06-17,,free,False,0.0
U02117,2023-09-26,2023-10-26,pro,True,49.0
U02118,2024-02-28,,free,False,0.0
U02119,2023-12-02,2024-04-30,enterprise,True,199.0
U02120,2023-10-09,,free,False,0.0
U02121,2023-05-01,2023-07-30,pro,True,49.0
U02122,2023-06-29,,free,False,0.0
U02123,2024-04-03,2024-05-03,free,True,0.0
U02124,2024-05-28,2025-03-24,free,True,0.0
U02125,2023-02-18,,free,False,0.0
U02126,2024-01-26,2024-03-26,enterprise,True,199.0
U02127,2024-01-26,,free,False,0.0
U02128,2024-08-04,2024-10-03,enterprise,True,199.0
U02129,2023-12-18,2025-06-10,pro,True,49.0
U02130,2024-04-09,2024-06-08,free,True,0.0
U02131,2024-02-23,,free,False,0.0
U02132,2023-06-28,2024-03-24,enterprise,True,199.0
U02133,2023-12-04,2025-05-27,free,True,0.0
U02134,2024-01-21,,free,False,0.0
U02135,2023-08-16,2024-08-10,pro,True,49.0
U02136,2024-04-29,,free,False,0.0
U02137,2023-09-04,,free,False,0.0
U02138,2023-08-19,,free,False,0.0
U02139,2023-12-23,2025-06-15,enterprise,True,199.0
U02140,2023-05-28,,free,False,0.0
U02141,2024-06-09,2025-09-02,enterprise,True,199.0
U02142,2023-03-01,,free,False,0.0
U02143,2024-03-02,2024-04-01,free,True,0.0
U02144,2024-03-19,2024-06-17,enterprise,True,199.0
U02145,2024-07-13,2025-03-10,free,True,0.0
U02146,2023-05-27,2024-03-22,free,True,0.0
U02147,2024-02-02,,free,False,0.0
U02148,2023-09-21,2024-02-18,enterprise,True,199.0
U02149,2023-09-19,,free,False,0.0
U02150,2023-09-22,2024-05-19,pro,True,49.0
U02151,2023-12-05,,free,False,0.0
U02152,2023-03-22,,free,False,0.0
U02153,2024-04-16,2024-11-12,free,True,0.0
U02154,2024-01-18,2024-02-17,enterprise,True,199.0
U02155,2023-05-12,2023-06-11,pro,True,49.0
U02156,2023-08-24,2023-12-22,pro,True,49.0
U02157,2023-03-22,2023-06-20,free,True,0.0
U02158,2023-10-22,2025-04-14,free,True,0.0
U02159,2024-03-18,2024-11-13,enterprise,True,199.0
U02160,2023-04-04,2024-07-27,pro,True,49.0
U02161,2023-04-28,2023-07-27,enterprise,True,199.0
U02162,2023-09-09,2024-01-07,free,True,0.0
U02163,2023-09-02,2023-12-01,enterprise,True,199.0
U02164,2024-05-12,2024-06-11,free,True,0.0
U02165,2023-08-09,2025-01-30,free,True,0.0
U02166,2023-12-26,2024-02-24,enterprise,True,199.0
U02167,2023-12-10,2024-03-09,pro,True,49.0
U02168,2023-01-22,2024-04-16,free,True,0.0
U02169,2023-09-16,2025-03-09,pro,True,49.0
U02170,2023-08-28,2024-03-25,free,True,0.0
U02171,2023-05-01,,free,False,0.0
U02172,2024-06-23,,pro,False,49.0
U02173,2023-10-08,2024-09-02,free,True,0.0
U02174,2023-07-29,,free,False,0.0
U02175,2024-03-11,2024-05-10,free,True,0.0
U02176,2023-09-15,2024-03-13,free,True,0.0
U02177,2023-11-26,,free,False,0.0
U02178,2023-12-15,2024-02-13,pro,True,49.0
U02179,2024-01-31,2024-06-29,free,True,0.0
U02180,2024-04-22,,free,False,0.0
U02181,2024-08-09,,enterprise,False,199.0
U02182,2024-01-17,2024-12-12,pro,True,49.0
U02183,2023-11-28,2024-03-27,pro,True,49.0
U02184,2023-09-25,,free,False,0.0
U02185,2024-01-28,2024-02-27,free,True,0.0
U02186,2024-07-24,2025-10-17,pro,True,49.0
U02187,2024-05-24,,free,False,0.0
U02188,2024-04-22,,free,False,0.0
U02189,2023-05-02,2024-03-27,pro,True,49.0
U02190,2024-04-25,,free,False,0.0
U02191,2023-12-07,2024-09-02,enterprise,True,199.0
U02192,2023-08-25,2025-02-15,pro,True,49.0
U02193,2024-03-10,2025-09-01,pro,True,49.0
U02194,2024-01-09,2024-04-08,pro,True,49.0
U02195,2024-04-13,2025-03-09,free,True,0.0
U02196,2023-03-01,2023-05-30,pro,True,49.0
U02197,2023-09-22,2024-08-17,pro,True,49.0
U02198,2023-07-15,2024-02-10,free,True,0.0
U02199,2023-01-24,2023-02-23,enterprise,True,199.0
U02200,2023-10-29,2024-10-23,pro,True,49.0
U02201,2024-03-23,2025-05-17,enterprise,True,199.0
U02202,2023-12-01,2024-07-28,pro,True,49.0
U02203,2023-06-06,,free,False,0.0
U02204,2023-08-26,2023-10-25,free,True,0.0
U02205,2023-12-04,,free,False,0.0
U02206,2023-09-04,2024-04-01,free,True,0.0
U02207,2024-01-24,,free,False,0.0
U02208,2023-09-09,,free,False,0.0
U02209,2024-07-12,,pro,False,49.0
U02210,2024-01-19,2024-07-17,free,True,0.0
U02211,2023-09-21,,free,False,0.0
U02212,2024-05-15,,free,False,0.0
U02213,2024-06-16,2025-08-10,pro,True,49.0
U02214,2024-05-19,2024-07-18,enterprise,True,199.0
U02215,2023-07-08,2024-05-03,pro,True,49.0
U02216,2024-02-02,2024-03-03,free,True,0.0
U02217,2023-06-23,,free,False,0.0
U02218,2023-06-23,2023-12-20,pro,True,49.0
U02219,2024-05-15,,free,False,0.0
U02220,2023-08-05,2025-01-26,enterprise,True,199.0
U02221,2023-04-10,2023-09-07,free,True,0.0
U02222,2024-06-20,,free,False,0.0
U02223,2023-03-03,2023-05-02,free,True,0.0
U02224,2023-04-24,2023-11-20,pro,True,49.0
U02225,2023-04-08,2023-05-08,free,True,0.0
U02226,2023-01-07,,free,False,0.0
U02227,2024-02-27,,free,False,0.0
U02228,2023-06-10,2023-09-08,free,True,0.0
U02229,2023-10-03,2024-11-26,enterprise,True,199.0
U02230,2023-03-11,,free,False,0.0
U02231,2023-06-04,,free,False,0.0
U02232,2023-01-10,,free,False,0.0
U02233,2023-09-03,2024-01-31,free,True,0.0
U02234,2024-06-01,,free,False,0.0
U02235,2024-05-12,2024-09-09,free,True,0.0
U02236,2024-01-26,2024-08-23,pro,True,49.0
U02237,2023-03-06,2023-12-31,enterprise,True,199.0
U02238,2024-05-24,2025-11-15,free,True,0.0
U02239,2024-07-03,2025-08-27,enterprise,True,199.0
U02240,2023-02-13,2023-10-11,enterprise,True,199.0
U02241,2023-01-07,,free,False,0.0
U02242,2024-08-09,,free,False,0.0
U02243,2024-03-28,2024-05-27,pro,True,49.0
U02244,2023-02-26,2023-12-23,enterprise,True,199.0
U02245,2023-01-18,,free,False,0.0
U02246,2024-06-26,,free,False,0.0
U02247,2023-10-18,2025-04-10,free,True,0.0
U02248,2023-12-04,2024-04-02,free,True,0.0
U02249,2023-01-28,2024-07-21,pro,True,49.0
U02250,2024-06-06,2025-02-01,pro,True,49.0
U02251,2024-04-08,2024-09-05,pro,True,49.0
U02252,2023-07-03,,free,False,0.0
U02253,2023-04-20,,free,False,0.0
U02254,2023-04-14,2023-07-13,enterprise,True,199.0
U02255,2024-06-20,,free,False,0.0
U02256,2023-06-08,2024-01-04,pro,True,49.0
U02257,2023-10-09,2023-12-08,pro,True,49.0
U02258,2023-08-09,2023-11-07,pro,True,49.0
U02259,2024-08-13,2024-12-11,enterprise,True,199.0
U02260,2023-11-01,2023-12-01,pro,True,49.0
U02261,2023-12-29,,free,False,0.0
U02262,2023-11-15,2023-12-15,enterprise,True,199.0
U02263,2024-02-15,2024-04-15,free,True,0.0
U02264,2023-04-29,2023-07-28,enterprise,True,199.0
U02265,2024-03-02,2024-09-28,free,True,0.0
U02266,2024-02-20,,free,False,0.0
U02267,2024-06-04,2024-09-02,enterprise,True,199.0
U02268,2023-11-04,2024-01-03,pro,True,49.0
U02269,2023-10-17,2025-01-09,pro,True,49.0
U02270,2023-11-04,,free,False,0.0
U02271,2023-04-13,2023-10-10,pro,True,49.0
U02272,2023-02-02,,free,False,0.0
U02273,2023-04-06,,free,False,0.0
U02274,2024-03-20,2024-04-19,enterprise,True,199.0
U02275,2024-02-11,2024-04-11,pro,True,49.0
U02276,2024-03-21,2024-05-20,free,True,0.0
U02277,2024-05-02,,free,False,0.0
U02278,2023-03-15,2023-05-14,pro,True,49.0
U02279,2023-01-28,2023-03-29,pro,True,49.0
U02280,2023-06-25,,free,False,0.0
U02281,2023-05-12,2023-10-09,enterprise,True,199.0
U02282,2024-06-15,2024-07-15,pro,True,49.0
U02283,2024-03-20,,free,False,0.0
U02284,2023-12-06,,free,False,0.0
U02285,2023-04-08,,free,False,0.0
U02286,2024-07-04,2024-08-03,pro,True,49.0
U02287,2023-04-10,2024-07-03,free,True,0.0
U02288,2023-08-31,2024-06-26,enterprise,True,199.0
U02289,2023-08-20,2023-11-18,enterprise,True,199.0
U02290,2024-05-01,2024-07-30,pro,True,49.0
U02291,2023-10-05,,free,False,0.0
U02292,2023-02-25,2023-08-24,free,True,0.0
U02293,2023-04-29,2023-06-28,pro,True,49.0
U02294,2023-12-12,2024-01-11,pro,True,49.0
U02295,2023-02-04,2023-04-05,free,True,0.0
U02296,2023-08-29,2024-04-25,free,True,0.0
U02297,2024-01-08,2024-05-07,enterprise,True,199.0
U02298,2023-01-17,,free,False,0.0
U02299,2023-08-18,2025-02-08,pro,True,49.0
U02300,2023-05-28,,free,False,0.0
U02301,2024-04-03,2024-05-03,enterprise,True,199.0
U02302,2023-03-20,,free,False,0.0
U02303,2023-11-27,2023-12-27,enterprise,True,199.0
U02304,2023-07-16,2023-12-13,free,True,0.0
U02305,2023-09-04,,free,False,0.0
U02306,2024-02-03,,free,False,0.0
U02307,2024-01-22,2024-04-21,pro,True,49.0
U02308,2024-02-03,2024-07-02,free,True,0.0
U02309,2023-05-24,,free,False,0.0
U02310,2023-03-30,2024-08-21,enterprise,True,199.0
U02311,2024-05-27,,free,False,0.0
U02312,2023-12-21,,free,False,0.0
U02313,2023-04-18,2024-10-09,pro,True,49.0
U02314,2023-05-29,2024-07-22,enterprise,True,199.0
U02315,2024-03-23,,free,False,0.0
U02316,2023-10-02,2024-06-28,pro,True,49.0
U02317,2023-03-19,,free,False,0.0
U02318,2023-12-15,,free,False,0.0
U02319,2024-02-11,,free,False,0.0
U02320,2023-12-01,,free,False,0.0
U02321,2023-01-31,,free,False,0.0
U02322,2023-10-07,,free,False,0.0
U02323,2024-04-06,,free,False,0.0
U02324,2024-05-17,,free,False,0.0
U02325,2023-08-22,,free,False,0.0
U02326,2023-12-31,,free,False,0.0
U02327,2024-01-20,,free,False,0.0
U02328,2024-03-18,,free,False,0.0
U02329,2023-08-05,2024-01-02,pro,True,49.0
U02330,2024-02-06,2024-12-02,enterprise,True,199.0
U02331,2023-04-24,2023-11-20,pro,True,49.0
U02332,2023-12-12,2024-02-10,pro,True,49.0
U02333,2023-10-08,2024-02-05,free,True,0.0
U02334,2023-05-01,2023-06-30,pro,True,49.0
U02335,2023-04-12,2023-08-10,pro,True,49.0
U02336,2023-10-02,,free,False,0.0
U02337,2023-08-01,2023-12-29,enterprise,True,199.0
U02338,2024-03-19,2025-03-14,free,True,0.0
U02339,2023-06-07,,free,False,0.0
U02340,2024-02-29,2024-08-27,free,True,0.0
U02341,2024-01-14,2024-02-13,pro,True,49.0
U02342,2024-01-30,2024-06-28,enterprise,True,199.0
U02343,2023-06-06,2024-04-01,enterprise,True,199.0
U02344,2023-04-04,,free,False,0.0
U02345,2023-02-11,2023-04-12,pro,True,49.0
U02346,2023-11-14,2024-06-11,free,True,0.0
U02347,2024-03-31,,free,False,0.0
U02348,2024-02-15,2024-08-13,pro,True,49.0
U02349,2023-10-04,,free,False,0.0
U02350,2023-05-16,2024-03-11,free,True,0.0
U02351,2023-06-04,2024-07-28,free,True,0.0
U02352,2023-03-31,,free,False,0.0
U02353,2023-07-11,,free,False,0.0
U02354,2024-04-20,2025-02-14,free,True,0.0
U02355,2024-04-04,,free,False,0.0
U02356,2024-06-08,,free,False,0.0
U02357,2024-02-22,,free,False,0.0
U02358,2023-06-12,2024-04-07,pro,True,49.0
U02359,2023-02-15,2023-10-13,pro,True,49.0
U02360,2023-04-18,2024-10-09,pro,True,49.0
U02361,2024-02-25,2024-03-26,pro,True,49.0
U02362,2023-04-06,,free,False,0.0
U02363,2023-12-06,2024-05-04,pro,True,49.0
U02364,2024-03-11,2024-04-10,enterprise,True,199.0
U02365,2023-01-13,,free,False,0.0
U02366,2023-12-18,2024-10-13,free,True,0.0
U02367,2024-03-03,2024-06-01,pro,True,49.0
U02368,2024-02-02,,free,False,0.0
U02369,2023-05-03,2023-08-31,enterprise,True,199.0
U02370,2023-10-19,2024-10-13,enterprise,True,199.0
U02371,2024-08-03,2024-09-02,free,True,0.0
U02372,2023-06-23,,free,False,0.0
U02373,2024-02-08,2025-04-03,pro,True,49.0
U02374,2023-08-12,2023-09-11,free,True,0.0
U02375,2023-06-03,2023-12-30,pro,True,49.0
U02376,2023-10-29,2024-02-26,free,True,0.0
U02377,2023-11-23,2024-04-21,enterprise,True,199.0
U02378,2023-10-19,2023-11-18,free,True,0.0
U02379,2024-05-23,2024-09-20,pro,True,49.0
U02380,2023-05-30,,free,False,0.0
U02381,2023-03-06,,free,False,0.0
U02382,2023-08-18,2024-10-11,pro,True,49.0
U02383,2024-03-21,,free,False,0.0
U02384,2023-10-10,,free,False,0.0
U02385,2024-03-07,,free,False,0.0
U02386,2023-11-20,2024-07-17,free,True,0.0
U02387,2024-05-10,,free,False,0.0
U02388,2023-05-15,2023-06-14,enterprise,True,199.0
U02389,2024-02-28,2024-08-26,free,True,0.0
U02390,2023-09-15,,free,False,0.0
U02391,2023-10-14,2024-04-11,free,True,0.0
U02392,2024-07-08,2025-03-05,pro,True,49.0
U02393,2023-08-30,2023-11-28,pro,True,49.0
U02394,2024-04-14,2024-07-13,free,True,0.0
U02395,2023-05-26,2023-10-23,pro,True,49.0
U02396,2023-07-02,2023-08-31,pro,True,49.0
U02397,2023-12-06,2025-05-29,free,True,0.0
U02398,2023-01-15,2024-05-09,free,True,0.0
U02399,2024-02-12,2024-04-12,free,True,0.0
U02400,2024-02-01,2024-05-31,free,True,0.0
U02401,2024-03-20,2025-02-13,pro,True,49.0
U02402,2023-12-31,2024-01-30,free,True,0.0
U02403,2024-05-20,2024-06-19,free,True,0.0
U02404,2023-12-09,,free,False,0.0
U02405,2024-03-16,2025-09-07,pro,True,49.0
U02406,2023-06-07,2023-11-04,free,True,0.0
U02407,2023-11-04,,free,False,0.0
U02408,2023-12-11,2024-02-09,enterprise,True,199.0
U02409,2023-07-25,,free,False,0.0
U02410,2024-05-05,,free,False,0.0
U02411,2023-12-03,2024-03-02,pro,True,49.0
U02412,2023-07-30,2023-08-29,pro,True,49.0
U02413,2024-02-12,,free,False,0.0
U02414,2023-11-29,2024-04-27,pro,True,49.0
U02415,2023-12-14,2024-08-10,enterprise,True,199.0
U02416,2024-05-17,,free,False,0.0
U02417,2023-09-22,2025-03-15,free,True,0.0
U02418,2023-12-06,2024-05-04,enterprise,True,199.0
U02419,2024-02-28,2024-04-28,free,True,0.0
U02420,2023-11-16,2024-09-11,free,True,0.0
U02421,2024-03-05,2024-04-04,pro,True,49.0
U02422,2024-01-09,,free,False,0.0
U02423,2023-05-10,2024-10-31,free,True,0.0
U02424,2023-07-24,,free,False,0.0
U02425,2023-08-21,2023-09-20,pro,True,49.0
U02426,2023-01-28,,free,False,0.0
U02427,2024-04-26,2024-08-24,pro,True,49.0
U02428,2023-08-27,2025-02-17,pro,True,49.0
U02429,2024-03-24,,free,False,0.0
U02430,2023-11-23,2024-03-22,enterprise,True,199.0
U02431,2023-04-22,2024-04-16,enterprise,True,199.0
U02432,2024-02-23,,free,False,0.0
U02433,2024-05-26,,free,False,0.0
U02434,2023-05-23,,free,False,0.0
U02435,2023-11-07,,free,False,0.0
U02436,2023-09-05,,free,False,0.0
U02437,2023-09-16,,free,False,0.0
U02438,2023-06-07,2023-09-05,free,True,0.0
U02439,2024-04-08,2024-07-07,free,True,0.0
U02440,2024-01-22,,free,False,0.0
U02441,2023-03-17,,free,False,0.0
U02442,2024-04-04,,free,False,0.0
U02443,2024-05-05,,free,False,0.0
U02444,2024-03-21,2024-11-16,enterprise,True,199.0
U02445,2024-06-02,,free,False,0.0
U02446,2024-03-22,2024-10-18,enterprise,True,199.0
U02447,2023-02-07,,free,False,0.0
U02448,2024-02-18,2025-08-11,pro,True,49.0
U02449,2023-04-02,2023-07-01,free,True,0.0
U02450,2023-06-07,2024-03-03,pro,True,49.0
U02451,2023-10-03,2025-03-26,free,True,0.0
U02452,2024-01-25,2024-03-25,enterprise,True,199.0
U02453,2023-06-20,,free,False,0.0
U02454,2023-02-15,,free,False,0.0
U02455,2024-02-14,,free,False,0.0
U02456,2024-01-06,2024-02-05,pro,True,49.0
U02457,2024-03-29,2025-09-20,enterprise,True,199.0
U02458,2023-04-19,,free,False,0.0
U02459,2023-03-09,2023-04-08,pro,True,49.0
U02460,2023-05-22,2023-06-21,pro,True,49.0
U02461,2023-09-22,,free,False,0.0
U02462,2023-10-09,2024-03-07,pro,True,49.0
U02463,2024-06-06,,free,False,0.0
U02464,2024-06-15,,free,False,0.0
U02465,2023-09-26,2024-11-19,pro,True,49.0
U02466,2024-04-05,2024-11-01,free,True,0.0
U02467,2024-03-14,2024-05-13,pro,True,49.0
U02468,2024-03-29,2024-08-26,enterprise,True,199.0
U02469,2024-06-16,,pro,False,49.0
U02470,2024-05-27,,free,False,0.0
U02471,2023-06-04,,free,False,0.0
U02472,2024-02-14,2024-03-15,free,True,0.0
U02473,2023-03-11,2023-05-10,enterprise,True,199.0
U02474,2024-05-09,,free,False,0.0
U02475,2023-04-18,,free,False,0.0
U02476,2023-10-30,,free,False,0.0
U02477,2024-04-01,2025-09-23,free,True,0.0
U02478,2023-05-27,2023-09-24,free,True,0.0
U02479,2023-04-29,,free,False,0.0
U02480,2023-05-26,,free,False,0.0
U02481,2023-12-27,2025-01-20,enterprise,True,199.0
U02482,2023-11-19,2024-03-18,pro,True,49.0
U02483,2023-12-30,2024-09-25,enterprise,True,199.0
U02484,2024-06-06,,free,False,0.0
U02485,2023-08-25,2024-01-22,enterprise,True,199.0
U02486,2024-07-09,2025-02-04,enterprise,True,199.0
U02487,2024-06-11,2025-09-04,enterprise,True,199.0
U02488,2024-01-16,2024-08-13,free,True,0.0
U02489,2024-06-13,2024-12-10,pro,True,49.0
U02490,2023-04-10,,free,False,0.0
U02491,2024-03-24,,free,False,0.0
U02492,2024-04-08,,free,False,0.0
U02493,2024-01-19,2025-07-12,pro,True,49.0
U02494,2023-03-10,,free,False,0.0
U02495,2023-11-04,,free,False,0.0
U02496,2023-03-31,2023-09-27,enterprise,True,199.0
U02497,2023-05-06,2023-07-05,free,True,0.0
U02498,2023-02-16,2023-03-18,free,True,0.0
U02499,2023-12-18,,free,False,0.0
U02500,2023-04-22,,free,False,0.0
U02501,2023-06-22,2024-02-17,free,True,0.0
U02502,2023-10-26,2024-01-24,free,True,0.0
U02503,2024-07-01,2024-10-29,enterprise,True,199.0
U02504,2023-07-02,2024-09-24,pro,True,49.0
U02505,2023-07-09,2023-09-07,free,True,0.0
U02506,2024-01-25,2024-09-21,free,True,0.0
U02507,2024-04-14,2024-08-12,free,True,0.0
U02508,2024-05-20,2024-09-17,free,True,0.0
U02509,2023-10-01,2023-10-31,free,True,0.0
U02510,2024-02-19,,free,False,0.0
U02511,2023-07-08,,free,False,0.0
U02512,2023-07-10,,free,False,0.0
U02513,2024-04-21,2025-03-17,free,True,0.0
U02514,2024-02-14,2025-08-07,enterprise,True,199.0
U02515,2023-03-30,2023-08-27,enterprise,True,199.0
U02516,2023-08-07,2024-10-30,enterprise,True,199.0
U02517,2024-05-04,2024-11-30,enterprise,True,199.0
U02518,2024-03-30,2024-05-29,free,True,0.0
U02519,2024-02-25,2024-03-26,pro,True,49.0
U02520,2023-01-05,,free,False,0.0
U02521,2023-09-27,2024-05-24,pro,True,49.0
U02522,2023-09-18,2024-02-15,pro,True,49.0
U02523,2023-10-13,,free,False,0.0
U02524,2023-04-21,2023-12-17,free,True,0.0
U02525,2023-04-15,,free,False,0.0
U02526,2023-07-11,,free,False,0.0
U02527,2024-01-24,2024-05-23,enterprise,True,199.0
U02528,2024-01-09,2024-11-04,enterprise,True,199.0
U02529,2023-08-27,2024-07-22,free,True,0.0
U02530,2024-04-13,,free,False,0.0
U02531,2023-04-27,,free,False,0.0
U02532,2023-10-09,2023-11-08,enterprise,True,199.0
U02533,2024-06-22,2024-07-22,enterprise,True,199.0
U02534,2024-06-24,,free,False,0.0
U02535,2023-12-03,2025-05-26,pro,True,49.0
U02536,2024-02-04,2025-02-28,pro,True,49.0
U02537,2024-02-06,,free,False,0.0
U02538,2023-06-23,2023-11-20,enterprise,True,199.0
U02539,2024-01-21,2024-03-21,free,True,0.0
U02540,2024-01-29,2024-03-29,free,True,0.0
U02541,2024-04-13,,free,False,0.0
U02542,2023-07-27,2023-11-24,pro,True,49.0
U02543,2023-11-29,2024-07-26,free,True,0.0
U02544,2023-04-02,2024-01-27,pro,True,49.0
U02545,2023-06-05,2024-09-27,enterprise,True,199.0
U02546,2023-12-29,2025-01-22,pro,True,49.0
U02547,2023-05-26,2024-03-21,enterprise,True,199.0
U02548,2023-09-02,,free,False,0.0
U02549,2023-12-06,2024-09-01,free,True,0.0
U02550,2023-04-30,,free,False,0.0
U02551,2023-07-07,,free,False,0.0
U02552,2024-01-24,2025-07-17,enterprise,True,199.0
U02553,2023-07-15,2024-02-10,enterprise,True,199.0
U02554,2024-06-07,,free,False,0.0
U02555,2024-02-19,2024-03-20,pro,True,49.0
U02556,2024-03-10,2024-12-05,enterprise,True,199.0
U02557,2023-06-03,2024-11-24,enterprise,True,199.0
U02558,2024-03-20,2024-06-18,free,True,0.0
U02559,2024-03-11,2024-09-07,pro,True,49.0
U02560,2023-07-10,,free,False,0.0
U02561,2024-05-13,,free,False,0.0
U02562,2023-06-27,,free,False,0.0
U02563,2023-06-20,,free,False,0.0
U02564,2024-05-16,,free,False,0.0
U02565,2023-10-23,,free,False,0.0
U02566,2023-06-05,2024-05-30,pro,True,49.0
U02567,2023-08-10,2025-01-31,pro,True,49.0
U02568,2023-12-26,2024-11-20,enterprise,True,199.0
U02569,2024-04-06,,free,False,0.0
U02570,2023-03-18,2024-07-10,enterprise,True,199.0
U02571,2024-01-06,2024-05-05,pro,True,49.0
U02572,2023-01-10,,free,False,0.0
U02573,2024-05-30,2024-09-27,pro,True,49.0
U02574,2023-07-17,2023-08-16,pro,True,49.0
U02575,2023-09-06,2025-02-27,free,True,0.0
U02576,2024-03-13,2024-08-10,enterprise,True,199.0
U02577,2024-06-20,2024-08-19,enterprise,True,199.0
U02578,2024-07-09,2024-08-08,enterprise,True,199.0
U02579,2024-04-05,2025-07-29,enterprise,True,199.0
U02580,2024-07-15,2024-08-14,pro,True,49.0
U02581,2024-04-10,2024-09-07,enterprise,True,199.0
U02582,2024-05-26,2025-07-20,enterprise,True,199.0
U02583,2024-06-25,2024-09-23,enterprise,True,199.0
U02584,2023-08-03,2024-06-28,pro,True,49.0
U02585,2023-05-02,2024-06-25,enterprise,True,199.0
U02586,2023-03-17,2023-05-16,free,True,0.0
U02587,2023-09-22,2023-10-22,pro,True,49.0
U02588,2023-10-27,,free,False,0.0
U02589,2023-02-03,,free,False,0.0
U02590,2023-10-09,,free,False,0.0
U02591,2023-08-19,,free,False,0.0
U02592,2023-10-23,,free,False,0.0
U02593,2023-07-19,2023-09-17,enterprise,True,199.0
U02594,2024-04-21,2025-01-16,pro,True,49.0
U02595,2024-05-22,,free,False,0.0
U02596,2024-07-25,2024-09-23,pro,True,49.0
U02597,2023-04-26,2023-08-24,enterprise,True,199.0
U02598,2023-05-17,2024-09-08,free,True,0.0
U02599,2023-10-02,,free,False,0.0
U02600,2024-01-11,,free,False,0.0
U02601,2023-03-31,2024-03-25,enterprise,True,199.0
U02602,2024-03-27,,free,False,0.0
U02603,2023-09-06,2023-12-05,enterprise,True,199.0
U02604,2024-05-08,2025-07-02,free,True,0.0
U02605,2023-04-15,,free,False,0.0
U02606,2023-10-25,2024-01-23,free,True,0.0
U02607,2023-11-20,2024-11-14,free,True,0.0
U02608,2023-02-04,2023-07-04,enterprise,True,199.0
U02609,2024-04-06,2024-06-05,free,True,0.0
U02610,2023-09-27,,free,False,0.0
U02611,2023-12-23,,free,False,0.0
U02612,2023-04-14,2023-06-13,pro,True,49.0
U02613,2024-04-03,2024-05-03,enterprise,True,199.0
U02614,2023-06-03,2024-11-24,pro,True,49.0
U02615,2023-10-08,2024-11-01,enterprise,True,199.0
U02616,2023-08-03,,free,False,0.0
U02617,2024-02-05,2024-10-02,free,True,0.0
U02618,2024-03-14,,free,False,0.0
U02619,2023-06-20,2024-05-15,free,True,0.0
U02620,2023-05-23,,free,False,0.0
U02621,2023-09-05,2024-06-01,enterprise,True,199.0
U02622,2023-08-16,2024-09-09,enterprise,True,199.0
U02623,2023-03-02,,free,False,0.0
U02624,2024-01-10,2024-06-08,free,True,0.0
U02625,2024-08-26,2025-02-22,pro,True,49.0
U02626,2023-10-19,2023-12-18,enterprise,True,199.0
U02627,2023-08-15,2024-04-11,free,True,0.0
U02628,2023-11-28,,free,False,0.0
